1.6557354927062988,77
1.6700968742370605,76
1.6843760013580322,76
1.6987273693084717,78
1.712881326675415,76
1.7280771732330322,77
1.7416861057281494,76
1.7559747695922852,76
1.7701044082641602,77
1.7839601039886475,77
1.799597978591919,77
1.8145737648010254,76
1.8285365104675293,77
1.8426992893218994,78
1.8572115898132324,76
1.8719594478607178,77
1.884927749633789,76
1.8988900184631348,76
1.9138481616973877,76
1.9278099536895752,76
1.9407780170440674,76
1.955735206604004,77
1.9708125591278076,77
1.9833228588104248,78
1.9996020793914795,77
2.012693166732788,76
2.026700258255005,77
2.0415470600128174,77
2.054737091064453,77
2.0699431896209717,76
2.084395408630371,76
2.0976712703704834,77
2.113283157348633,77
2.126677989959717,78
2.141249179840088,77
2.154684066772461,76
2.169783592224121,77
2.1840338706970215,76
2.198251724243164,77
2.212237596511841,77
2.226686954498291,77
2.240365505218506,76
2.255297899246216,76
2.269671678543091,77
2.284403085708618,77
2.2976720333099365,76
2.3123791217803955,76
2.326341390609741,76
2.3403830528259277,76
2.355149030685425,77
2.3687946796417236,77
2.3833611011505127,77
2.3972887992858887,76
2.4119272232055664,76
2.425769329071045,77
2.4413294792175293,76
2.454902410507202,76
2.4683053493499756,76
2.4844601154327393,77
2.4972128868103027,77
2.511831045150757,77
2.526201009750366,76
2.540013313293457,76
2.5546886920928955,76
2.569063901901245,76
2.5835821628570557,77
2.5986828804016113,78
2.6124284267425537,77
2.6263864040374756,76
2.64007568359375,76
2.653825521469116,77
2.6687169075012207,77
2.6825695037841797,77
2.6968321800231934,77
2.7118966579437256,76
2.725839138031006,76
2.7397522926330566,76
2.75362229347229,77
2.7684481143951416,77
2.7832839488983154,76
2.7967545986175537,76
2.811713933944702,76
2.8256726264953613,76
2.839787483215332,76
2.8537135124206543,76
2.8682539463043213,76
2.8820247650146484,77
2.8972201347351074,76
2.9112353324890137,76
2.9256396293640137,76
2.9396023750305176,75
2.9533607959747314,76
2.96756649017334,77
2.9818382263183594,78
2.99723744392395,77
3.0109598636627197,77
3.024883270263672,78
3.0396370887756348,77
3.0536811351776123,78
3.0683584213256836,79
3.082061529159546,79
3.0980706214904785,80
3.114842414855957,81
3.1312365531921387,85
3.1474697589874268,88
3.1659016609191895,91
3.1837515830993652,93
3.202650308609009,97
3.2231285572052,102
3.243157386779785,107
3.265618085861206,114
3.2894692420959473,121
3.3140945434570312,123
3.340287923812866,131
3.368962526321411,148
3.398782253265381,155
3.429717779159546,159
3.461635112762451,167
3.5048468112945557,180
3.5379199981689453,192
3.580101728439331,202
3.622135639190674,221
3.6708054542541504,241
3.720155954360962,259
3.774603843688965,276
3.8309974670410156,288
3.893127202987671,310
3.957136392593384,322
4.027691602706909,357
4.108560800552368,404
4.197059631347656,446
4.29301118850708,485
4.4012415409088135,548
4.520837306976318,608
4.6570515632629395,688
4.794692516326904,688
4.930249452590942,688
5.065909385681152,688
5.202378988265991,688
5.339188575744629,688
